text,sentiment
americanair will you review your systems re notification the website and telephone systems you have in place are clearly inadequate,0.0
jetblue great job getting flight 28 in 10 minutes early too bad were at 50 minutes and counting waiting for our bags,0.0
usairways sorry i meant flight 4420 which was supposed to depart at 500 now says 630 what is the issue,0.0
southwestair find a way to cancelled flight flight 310,0.0
usairways americanair you should partner w a different hotel in phl the clarion is proving to be very difficult amp not customer friendly,0.0
americanair nynjairports aa1224 45 mins for priority bags to arrive now late flight for evening plans delta 20 min bag guarantee anyone ,0.0
southwestair if youre going to charge for wifi do us all a solid and make sure it doesnt take the length of the flight to open a page,0.0
virginamerica cutest salt and pepper shaker ever just when i think you guys cant get any better you just do httptcovc6keulg2j,2.0
jetblue  brazil to volunteer teaching english amp spanish to poor children so they have a skills to improve their chances of a better life,1.0
united just checking in again  what is the status of our claim   it is going on 2 months with no attention to this   we are very upset,0.0
jetblue  called jb 3 timeseverytime auto vmsgyour wait time should not be longer than 9 mins waited longer than 18 mins and no answer,0.0
united perfectomobile i have to admit that not only the app is good but have lots of useful func such the live seat map congrats,2.0
southwestair can you outline the policies for both scenarios,1.0
united is not a company that values its customer amp after reading tweets to them im not the only one who feels that way lostmybusiness,0.0
jetblue how about free wifi on flt 1254 out of pbi to make up for 25 hr delay treat us right,0.0
united im rebooked getting home 4 hours late flightr then planned what are the chances ill ever see my bag again unhappytraveler,0.0
americanair so you fail again flight to rdu sitting waiting on flight attendants your logistics are not good,0.0
usairways flight is delayed 5 hours no reason given sure love flying with your airline whatajoke,0.0
southwestair any way that i can get a receipt for a cancelled flightled portion of a roundtrip flight used the flight voucher just need receipt,1.0
americanair trying to get home is beyond complicated its should not be this hard students are split up and we will not fly aa ever again,0.0
" can you not ""jetblue our fleets on fleek httptcoudpq0fliqo""",1.0
united i had to change airports to actually get a flight out when my flight from fay was cancelled flightled twice 180 taxi ride to rdureimburse,0.0
usairways i cant get anyone on the phone to help with award travelpurchased extra miles and 10 minutes late flightr the miles needed was raised,0.0
jetblue you can do better than this and you can do better for me and all the passengers flight108 jfk to pwm,0.0
jetblue 117 days maybe,0.0
usairways so frustrating because i still have not gotten them back why my bag was sent to ny is a mystery  shame on me this time,0.0
united orthodoc oncall to inflight glad to have been of service,2.0
usairways is it possible to earn dividend miles for a passenger that is not me even if i am purchasing the tickets,1.0
southwestair using social business roadmap to develop intelligent path to embed social across enterprise ragandisney,1.0
jetblue flight 790 you had us stuck on the plane for nearly 4 hrs set to take off only for flight control to deny us the worst service,0.0
jetblue capital one and i explained the false fraud alert why did the jet blue representative issue me a new tkt if it wasnt resolved,0.0
united you guys made my day treated me well thank you,2.0
jetblue has dc thinking about summer with new nantucket service  broadway world httptcods22ceeenj,1.0
united fail you cancelled flightled our flight frm gjt and then used our reserv home to iah from sea for reflight booking problems wout our permission ph6rps,0.0
americanair still no reply to my email sent on 11th february even sent an email asking for acknowledgment thats it been recieved nothing,0.0
usairways americanair your staff members are looking at me like i have two heads check your own websites httptco8hh0c63tie,0.0
usairways americanair on hold for 8 hours yesterday wo speaking to an agent on hold again w 2 phones 30 mins let the bashing begin,0.0
virginamerica you know what would be amazingly awesome bosfll please i want to fly with only you,2.0
united designed to deter people from forgetting things or to provide more storage space the article says the latter unfriendlyskies,0.0
southwestair i have a roundtrip ticket now and i need to change one leg of the trip to a nearby airport  not possible via website,1.0
united outbound 2 bags 70 lbs bags returning home 1 bag 50 lbs what is your logic and why am i writing to a machine human help required,0.0
southwestair oops sorry done,1.0
united i do i was on ua 495 lax to den  we are scheduled to land lax  738 am  please rebook to denver  best flight,0.0
united i have those notifications yet the staff on board say that is not accurate and they have no departure time,0.0
virginamerica trying to make the change in advance not just 24 hours prior...tried it online earlier and it wanted 300 in change fees,0.0
southwestair and this asshole cut in front of me your system blows httptco7ujt8vtcpa,0.0
united 768 sfo to bos and no internet it is 2015 what gives,0.0
united youre good thank you,2.0
americanair thanks for the response i know its not your fault but im in ord in t5 and hungry if you want to stop by ,0.0
united i would never fly united airlines again,0.0
united thats because you didnt read my entire tweet wifes 12pm flight is now delayed to 630  thats 3 6 hour flight delays in 2 weeks,0.0
usairways ruined our honeymoon by causing us to miss our international flight and now we are stranded,0.0
jetblue thats not weather relate flightd  you are just being nice and blaming the weather  airport just wasnt prepared investigation time,0.0
usairways suggest you failures make a huge donation to theuso  charlotte nc as they provided great customer service today unlike you,0.0
americanair actingoutmgmnt just make sure they remember to load the bags onto the plane they cancelled flight the flight when they forget,0.0
usairways the least you could do is make up for what you have caused you are ruining peoples memories you should be ashamed,0.0
unitedlies lies liesstill sitting at the gate have not moved an inch httptcolulgnweffh,0.0
united this is me and my partners first trip to nyc i bought the tickets at the same time please seat us next to each other conf ilc0hp,1.0
united firstclass to london on my way to londonfashionweek lfw15 ,2.0
jetblue your gif game is strong,0.0
united been on the phone for over an hour with customer service and they cant figure it out awesome service not,0.0
usairways flight booking problems a flight using credit from a previously cancelled flightled flight cant get thru on the phone and cant book online help please,0.0
usairways your service in philly is unacceptable look into better service a 16 yr old shouldnt have a hard time httptcowdaktmr7mj,0.0
united we showed up to our flight several hours early tried to call amp was on hold 15 min bf call disconnected,0.0
united need help never got tickets conf ggqzqd,1.0
united some 3rd party service known as ezee flights a man who confirmed he was born in india told me his name was steve wilson,1.0
southwestair hey friends when i phone the alist number your ivr hangs up on me multiple times not sure how to proceed,0.0
usairways i sent email to customerrelationsaacom will this work,1.0
jetblue btw her name was samantha and she won over everyone on the flight,2.0
americanair flight veers off icy runway at dfwairport most dfw flights cancelled flighted mon httptcoq37pown6uv cowboycerrone figures right,0.0
southwestair do you still offer discounts on seats for children under 2 we would rather put him in a seat than in a lap,1.0
united late flight crew into btv last nite delayed todays flt will miss connection to cun why do i have to play for hotel tonight in ewr,0.0
southwestair she needs a wheelchair at the gate for sure what options does she have,1.0
jetblue status of flight 684 from mco to lga tomorrow,1.0
jetblue kylejudah i just spoke to the baggage claim center and they gave me travel credit but will not be responsible for the cost of a,0.0
americanair another customer non service from you if we waited for you to solve the problem we would miss the funeral you suck,0.0
united amazing flying over 25000 miles on unitedairlines amp alliance last year still got jilted out of status moneyelsewhere,2.0
united you really do have a culture problem everyone i tried to work with blamed someone else or told me how theyre short staffed,0.0
southwestair i start a new job tomorrow amp you cancelled flight my flight 1629 bwilax and you really cant get me on another flight today ,0.0
united this flight has been amazing this is the best flight i have ever been on i am not kidding service is incredible,2.0
usairways thank you for continuing to be the worst airline out didnt need that extra hour of sleep after 29 hours of travel anyway,0.0
united day 3 of this saga maybe theyll finally make it homeintentional or not it not gonna get them back there vacation days badservice,0.0
united yes ill be sending an email to customer service today,1.0
americanair so much for status ep and 15 million miles  revenue first class ticket and im sitting in coach thanks your rude cs staff,0.0
jetblue you dont remember our date monday night back to nyc heartbroken,2.0
united im try to upgrade my seats to first class but the wait time on the phone is 40 minutes can you help,0.0
southwestair very frustrated bought early bird at 630am on day tickets were released and got midb ticket spend 50 for nothing,0.0
usairways so disappointed least you could do is give us access to admirals club for an hour before our flight to our wedding,0.0
southwestair another delay wow,0.0
americanair im sure they did its certainly chilly back east today ,1.0
jetblue what is the reason for the delay,0.0
jetblue ugh always know a way to my heart ,2.0
americanair why dont you have driver service to get employees to work in bad weather like hospitals etc badmgmt americanairlines,0.0
usairways is probably losing a family of world travelers as customers due to broken processes americanair i hope you can fix it,0.0
jetblue looks like their inflatable car seats got left on the plane so i guess theyll be back sometime savethoseseats,0.0
southwestair pleasantly surprised to be boarding my flight on time this morning at flynashville good job,2.0
americanair thanks me too,2.0
americanair i sent you a dm can you please help,1.0
southwestair any idea when the winter advisory will be posted for atl for tomorrow 225 id rather get to phl tonight,1.0
jetblue thats why i love jetblue truebluemember4life,2.0
united thanks for making everyone wait in the dark for an hour while newark tries to figure out which gate to go to incompetence,0.0
united many people on ua6318 are going to miss connections due to long wait time in sfo tarmac seriously u cant find an empty gate,0.0
jetblue well but for now the only thng we can do is wait for someone to explain us the situation with responsibility httptcoml1jacpmch,0.0
americanair yes i do i am traveling to marsh harbor,1.0
usairways we have no choice but to pay another 50 to go to the airport in the hopes that we will be treated better by a rep,0.0
jetblue just leave certain things to the kids,1.0
americanair thank you for all the help  p you guys are the best  americanairlines americanair,2.0
jetblue why wont the site let me book tickets for nov for jfk to kin,0.0
usairways can i bring a copy or photo of my babys birth certificate for the flight i feel uncomfortable traveling with the real thing,1.0
virginamerica why cancelled flight flight vx413 one sec its delayed on my to airport the next its cancelled flightledgonna email or call me to reschedule,0.0
"southwestair ahah that is why
i love sw",2.0
united i used to be a committed continentalairlines flyer until merger i remember now why i switched to southwestair communicationfail,0.0
americanair it was 639,1.0
lt3 lt3 rt southwestair danihampton sorry to hear about the wifi connection dani please dm us your conf  so we can help you thanks,0.0
americanair i did set up notifications through aa amp us airways still nothing,0.0
jetblue 1st flight of the morning flying with a toddler will the plane be heated to a comfortable temp before boarding starts itscold,1.0
usairways pls get me back to tallahassee no one should ever have to be stranded in gainesville for this long,0.0
southwestair i know where that is alas i live far far away now books,1.0
virginamerica help i was on  flight  27 from jkf tonight seat 7c left portfolio need it back,1.0
usairways 603 amp 2705 dfw to psp thank you,2.0
southwestair jason 108639 at gate 3 in san made my afternoon southwestairlines stellarservice thanks,2.0
americanair narrowly made standbylots of snags this trip,0.0
usairways not cancelled flightling 837 because you dont want to put us in a hotel for night is our guess,0.0
southwestair i filled in the form on the website too darn it all i guess ill just have to cross my fingers,0.0
united dm sent,1.0
americanair restaff and commence new policies because your industry is so embarrassed by you,0.0
americanair  my flight 2962 out of cll  0600 wont let me check in please help importantflight,0.0
southwestair lacma on fairfax,1.0
southwestair been waiting for 70 minutes on hold because yall cancelled flightled my return flight answer the phone,0.0
americanair contactcej thanks,2.0
southwestair im so upset that my luggage was damaged and the rude employee at the laguardia airport didnt help,0.0
jetblue your wifi is a lie and i hate you,0.0
americanair after losing my bags for 4 daysampcharging me 475 toarrange pick upin argentinaclaiming tollfree wont reimburse me help,0.0
americanair not sure why i would bother when the agent at the airport didnt help amp nobody on phone would ticket cancelled flightled for no reason,0.0
jetblue i have been on phone with rep for over 30 min and was transferred after asking not to be she was the worse rep i ever had,0.0
southwestair on hold over 2 hrs and got cutoff cancelled flightled my flight now cant get to booked cruise in florida terrible customer service,0.0
southwestair thank you well be in touch moveaboutthecountry,2.0
usairways wanted to connect to discuss sponsorship opportunities with httptcoq6xedzvhh9 silicon valleys only 10 day film festival,1.0
united counter agents at rdu deserve a medal thankyou,2.0
americanair how do i see your report team,0.0
jetblue order fare 33,1.0
united club den east or west both are disgusting httptcoxijyrpslzk,0.0
usairways i respect the stress of a merger but one rep to reschedulereplane 15 ppl who are already late flight youcandobetter,0.0
southwestair my flight is cancelled flightled due to weather what next ,0.0
united u would not be able to rebook me to get home any sooner than a now 2hr delayed flight  linesforever customerservice fail again,0.0
usairways been dealing w americanair to solve the probs your team created your manch nh staff is clearly your cteam btw notevenjv,0.0
americanair the dinner and called me hon not the service i would expect from 1st class  disappointed,1.0
usairways landed at phoenix but we had to board a flight quickly to vegas so no time at the airport what now,1.0
jetblue totally would have but the outside view was even more camera ready haha evenmorespace evenmoreview httptcodxux6dbfd3,2.0
virginamerica having an issue finding a missing item on a plane can you help me find which airport my plane headed to next,1.0
united apparently sleeping in b terminal wasnt the worst situation someone told other ua passengers they had to sleep at baggage claim,0.0
southwestair left my computer on the plane two weeks late flightr they found it and sent it to me greatservice  happy customer,2.0
americanair better do the right thing and take care of cowboycerrone or els youre losing business,0.0
southwestair destinationdragons imaginedragons scavenger hunt vegas be ready httptcovhgkitzsaw,1.0
americanair the best is your 800 message saying to use website and your website is saying you need to call  if you dont answer hardtodo,0.0
americanair love how you cant get an agent on the phone and the automated system hangs up on you,0.0
usairways americanair wont even refund for a flight they cancelled flightled horriblecustomerservice,0.0
southwestair i am scheduled for the morning 2 days after the fact yesnot sure why my evening flight was the only one cancelled flightled,0.0
southwestair flight 1614 fll to atl my wife traveling with infant line to check baggage 200 people long due to your computer system crash,0.0
southwestair presceo gary kelly at therofo addressing 2000 of his bwi based employees cbsbaltimore httptcooi32uq2ttz,1.0
united yea they been booked on 10 next avalible flights since sat 7am and when time comes no plane 2nd day of work missed hotelliving,0.0
jetblue i am heading to jfk now just on principle alone to deal w my lost amp damaged bag jetblue jetbluesucks jfk badservice fail,0.0
"virginamerica adds pillows instead of lieflat seats in first class arms race 
httptcosfjduahx9z by skift",1.0
usairways as far as being delayed goes... looks like tailwinds are going to make up for it good news,0.0
usairways great job today in ruining 45 peoples vacation thanks to your incompetent pilot and staff we have all now missed our flights,0.0
usairways another dead end  they only handle aa lampf  they gave me the same failed  i already had 610362749899 vm full  lost,0.0
united i need assistance with pulling your agents heads out of their asses,0.0
usairways  i open the credit card and earn 44000 miles and you wont credit the miles to my account to restore the forfeited miles,0.0
usairways i thought about moving a lot of business over too but first impressions count glad it was miles and not cash,0.0
united not a happy flyer  ua flight 1161 from sfo to cleveland  sunday 222  stay tuned for blog article from httptcovdfdodqvgx,0.0
americanair superyan i did hear a last call for boarding of this flight when i was at jfk a few hours ago good luck wflights,1.0
united well to the degree that he could just to know after this experience im cancelled flighting my miles card thank god for delta,0.0
southwestair  i heard a rumor flight 898 was cancelled flightled  is this true,1.0
usairways 45 minutes and moved two feet in bze  httptcoawgjkjiiac,0.0
united and they were traveling as guests of a mileage plus member using that members miles great customer service,2.0
united i just need to get to ric tonight ive been in ewr for 24hrs now,0.0
usairways in a few weeks,1.0
united site errored out at last step of changing award now cant even pull up reservation 60 minute wait time  thanks united,0.0
usairways thanks is there a beareavement discount anymore or not should i just book online,1.0
united dang i thought i was in a teleportation device ua514,0.0
jetblue inconvenience is an understatement more like torture clearly going down the wrong path jetblue,0.0
united yea a refund your airline ruined our trip,0.0
usairways that is certainly not the impression shes under,1.0
southwestair is there any way me amp my best friend could get tickets to destinationdragons  they mean everything in the world to us,1.0
united ntrustopen can i go  golfunited,1.0
americanair looks like i have best i can hope for i guess its on us air so i dont think ill get miles on alaska which sucks,0.0
southwestair want go from new orleans houston see my dad at md anderson can you help me out,1.0
usairways thanks for giving away my seat another fine job httptcor7ibqr4cyd,2.0
jetblue airline trouble this winter amp not getting good customer service contact httptcoaqjn4hwnac  we negotiate resolutions for you,1.0
jetblue thanks,2.0
southwestair why do you let one person board with early bird and save seats for entire party notcool flight2149,0.0
united can i get your service desk  at iad,1.0
jetblue you dont need to cut services charge more and give a better flying experience thats why i use jet blue in the first place,2.0
jetblue  he was trying to take stuff from the under the seat in front of him and bugging out throughout the flight didnt feel safe,0.0
southwestair how many tickets are left,1.0
virginamerica that doesnt look to fat to me it looks yummy,2.0
americanair my sister just received a call that her trip wednesday flts 23483499 was cancelled flightled and resched to next day why,0.0
americanair flights been cancelled flightled cant get through to the desk and nothing showing online under my reservation  what do i do,0.0
usairways the ads on your phone systems when waiting for a rep is the most annoying thing ever especially when waiting for over 10 mins,0.0
virginamerica they were very understanding and helped me out  thx comps,2.0
jetblue third straight time that my flight has been delayed flying with you guys this will be my last trip with you,0.0
usairways it still says that i cant check into my flight because the information is incorrect but everything is entered correctly,0.0
jetblue ok thank you for the quick response jetblue still the best comp,2.0
americanair no hold times just disconnections   there is no excuse for that,0.0
southwestair problem is i wasnt issued a position until today at the gate and no option to upgrade not good when youre 64,0.0
americanair simply amazing smiles for milesthank u for my upgrade tomorrow for ordwe are spending a lot of time together next few weeks,2.0
usairways united two broken airplanes two days late flightr and im stranded after a funeral and missing out on my last semester of college ,0.0
usairways i just hope that pilot had a good day off,1.0
united nope  had to rebook through houston so i could get to amarillo before 11pm stuck in sfo for four hours,0.0
united no thanks  took care of it when i called,2.0
usairways im on the flight finally in the air not enough food to feed customers no movie or entertainment on a 5 hr flight,0.0
united first you lost all my bags now you cancelled flight my flight home 30 min wait to talk to somebody poorservice notgoodenough,0.0
usairways thank you for blowing my vacation couldnt get me anywhere today to make my reservation and also lost 2 bags of mine,0.0
americanair we are through i can quit you i am the nonsense amp lies are a colossal infringement you can no longer get away with,0.0
americanair what are my chances of making a connection to el paso aa504 with dfw from sat aa200 delayed 30 minutes,0.0
americanair it is now going to be reported to the police due to the sexual assult sad that you didnt care,0.0
united 40 minutes waiting at the gate for the broken jetway different gate maybe,0.0
americanair a confirmed flight im so done thanks for nothing,0.0
usairways took me 4 hours to book flights yesterday due to system errors between you and americanair paid 320 extra due to time lapse,0.0
americanair crew did the best they could but it was out of their control you only get one chance of a honeymoon amp you failed miserably,0.0
united id rather spend two days in the back seat of a volkswagen than two hours on your plane disgruntled whatacluster,0.0
jetblue i spent an hour on the phone with customer service only to find out that they cant help need help with family pooling asap,0.0
united there is no excuse for leaving a minor to spend the night sobbing 9 hours in a plastic chair uas actions terrible  united,0.0
virginamerica i spoke with a representative that offered no solution i am a loyal customer who flies on virginatlantic as well,0.0
united gg8929 so why did you cancelled flight tickets for thousands of people when you didnt like the exchange rate doublestandards,0.0
southwestair save mile to visit family in 2015 and this will impact how many times i can see my mother  i planned and you change the rules,2.0
southwestair looks like you are up and running for the day still cant get through on the phone can you follow so i can dm you my info,0.0
americanair your online site doesnt have flights listed in chronological order resulting in a mispurchase anything that can be done,0.0
southwestair thanks for the cancelled flightation today only airline thats cancelled flighted lost a customer today,0.0
jetblue ripped my suitcase i then was yelled at with attitude from geraldine your employee at the baggage centerworst airline jetblue,0.0
united what is going on with baggage claim in newarktiredandwanttogohome,0.0
americanair i bought a plane ticket 2 months ago and still havent received my flight info and ticket in my email when it will come,0.0
usairways im sure you dont but question still remains why we only found out at 820 that crew wont come before 950 for 810 flt tks,0.0
virginamerica thanks,2.0
americanair how do you refuse a customer who is willing to pay to upgrade when half of your first class is empty,0.0
united rep wouldnt rebook this is such a waste of time and poor communication,0.0
"united thats weak see ya 
hey virginamerica ",0.0
united how do i get through tsa to finally board ua 1534,1.0
usairways us 728 then lost ground power three different times not only grounded endlessly now without air lights entertainment,0.0
jetblue i normally  you but this late flightst flight experience was the worst 2 hours on runway no wifi amp tv not working properly,0.0
americanair not yet im next in the terminal a customer service area,0.0
but i dont see aa united,1.0
southwestair no flights to hrl  is this a limited route,0.0
usairways would you consider honoring the original fare price if i were to try flight booking problems the ticket again,0.0
americanair britishairways trying to speak with an agent about my flight to london tonight but cant get anyone from aa  can you help,0.0
southwestair love them always get the best deals,2.0
united shame that theres no flex to tickets transfer rules  even calling from neurosurgery icu isnt enough,0.0
united how many 787s do you currently operate and what other aircraft do you operate,1.0
americanair you guys are totally losing me ive been an aa fan for years but telling me reps are busy and hanging up on me is really bad,0.0
jetblue you guys rock httptcola397zaoay,2.0
united been trying since 1230 to file a report,0.0
jetblue thats what i planned on but boston traffic due to recent weather was insane if i had been expedited i would have made it,1.0
southwestair i need to request a refund on my flight that was cancelled flightled this morning due to the weather,0.0
jetblue flight 1183 to orlando,1.0
jetblue should i expect delays at dca for 7am departure  going to orlando on flight 723,1.0
united i received my luggage that also looked to be left in the snow when i arrived im asking for all 50 people to be refunded,0.0
usairways waiting for my luggage on flight 1923 is there a delay,0.0
usairways not yet but we will see shortly,0.0
southwestair yeah we figured it out  thanks,2.0
virginamerica i would like help with some flights please,1.0
yes i filed a report in atlanta my bags are in charlotte nc 24 hours late flightr and still cant find my luggage  usairways,0.0
jetblue maybe stop telling people the wrong info on your customer service calls,0.0
virginamerica what happened to doom,1.0
usairways us 728 pilot started the flight by announcing arrival into gatwick not heathrow moments of concern for all aboard,0.0
americanair and its not a inconvenience it is a disaster its a 500 phone bill from you that you refuse to pay,0.0
virginamerica you should still develop an app  then you will be my favorite airline,1.0
americanair yep they moved me to 16a as they showed me flying standby,1.0
usairways have been on hold for 58 minutes  need help usair  why wont you help,0.0
usairways i know youre dealing with the weather but phlairport is a hot mess pls send reinforcements,0.0
united can i access frankfurt arrival lounge when im flying global first class,1.0
united alright thank you is there a page that says the routes you have for each aircraft specifically the 787,1.0
jetblue now we are waiting over an half hr for the packages whats wrong with you guys httptcowvgpp3ymz1,0.0
united 374 ord to roc fam came to see me at sna im a member so is my dad he used his miles for them,1.0
americanair flight home cancelled flightled today  any way we can get another flight to nyc from texas 4 hour wait for a call back from airline,0.0
americanair phone just disconnects if you stay on the line need to checkout of hotel in 2 hrs amp have no place to go cant keep calling,0.0
united this is not true gate agents 100 caused this and were not helpful thanks for making me miss connection httptcoxaizw2isml,0.0
"happy for sfo but hopefully youll add pdx soon ""jetblue we added two new destinations fll and sfo from las vegas in the last year""",1.0
united your planes been waiting at the gate for two hours with all passengers onboard in their cramped seats yuck,0.0
southwestair im upset because we were lied to was told ice on runway but every other carrier was able to fly airport confirmed no ice,0.0
virginamerica why must a traveler miss a flight to late flight check a bag  i missed my morning appointments and you lost my business sfo2lax,0.0
usairways pilot for flight 729 didnt show until after departure  amp now theres a broken computer next time flying united alwayslate flight,0.0
united 4 of us are stranded   and flying from new orleans to huston tonight and we will be stuck there for two days rather fly than wait,0.0
united why am i mot getting my refund,0.0
usairways still on hold1 hr 27 minsthank god for chairman status status match delta,0.0
jetblue im over that honestly just would like to get going on the journey,0.0
usairways been on hold 2 hours for a cancelled flighted flight i understand the delay i dont understand you autoreflight booking problems me on tuesday help,0.0
southwestair if a travel advisory is posted for den can i then make changes to my ticket anything i need to know before i call,1.0
virginamerica already contacted central baggage amp sent dm renttherunway is charging me for the dress that was in the lost suitcase help,0.0
united missing flight attendant  delayed flight prime example how 1 person impacts 100s of people hnl gt iah ua252 wastedtime,0.0
united will never fly with you again terrible service ruined our entire vacation lostsuitcase noreimbursement,0.0
americanair now youre sending a gate agent to talk to us joke of an airline thanks for ruining my vacation neverflyaaagain,0.0
jetblue   phone agents cant see same flights i see online  cant change tickets even when i am paying very frustrating jetblue,0.0
united instead of bourbon street how about quiet planes savethediagonals,1.0
usairways a tweeted apology is not enough for delay fiasco none for insult from gate agent is worse except for mark n all bad at clt,0.0
americanair aa2416 on time and awesome flight great job american,2.0
southwestair glad to know ill be flying the luv airline tomorrow ,2.0
usairways ive done everything still no luck in finding my bag i dont understand how my bag could have been misplaced very upsetting,0.0
southwestair thanks,2.0
usairways have scheduled flight sat2morrow choclt cho needs to be added to weather advisory  please evaluate asap,1.0
united nice i wonder how you pick who to respond to maybe only happy customers are easier i wonder how many of those you have left,0.0
americanair i've been on the line waiting for 40 minutes again,0.0
united on sfogtaus ua343 217 is9jx1 my seat appears to have had a mite problem dr recently confirmed over 50 bug bites were mites,0.0
americanair any way that we could look at other options for today,1.0
jetblue im flying with you from miboston and then icelandair to iceland 8 hours between can we check our bags all the way,1.0
"""americanair dumas2ttg good morning tamara well try to get you comfortably on a flight as soon as we can""noxtralegroom nocoatcloset",0.0
southwestair phlairport will flight 2155 that arrives at e11 be a penguin plane,1.0
southwestair when i called i was told my bag had made it to phl but still has not been delivered or any call from the delivery service,0.0
usairways the plane crew has been as professional and courteous as the gate agents were flustered,2.0
americanair your agent sent our family on 3 diff planes to dfw that were as late flight due to delay as the cancelled flighted plane that started this fail,0.0
virginamerica now its just tminus 32 minutes until my elevate a silver upgrade window opens  freeneversucks ,2.0
jetblue is the worst i have to postpone my trip and they cant accommodate guests like southwestair neveragain,0.0
united the engineer that designed the 787 door frame to extend half a foot into the plane for seat 27a should be forced to always sit here,0.0
southwestair im in line at the airport right now will you cover hotel fair or am i to sleep in the airport,0.0
united i think you guys had a half full flight at 4 so you held our overbooked 3pm flight to fill the other one then cancelled flightled mine,0.0
americanair sacraig no not helped one bit actually ended up driving home due to extreme disorganization and lack of communication,0.0
americanair to add insult to injury i have to go pick it up myself real class act ill stick the delta from now on,0.0
"""jetblue our fleets on fleek httptco7im9rhivyr"" plz stop",0.0
americanair aa employees were rude and unwilling to help 10000 miles is a rotten cherry on top of a dog shit sunday nocareforcustomers,0.0
jetblue absolutely no worries im just never flying with you again ever even i have to hitch hike cross country passengersarepeople,0.0
jetblue you left 175 people on a hot plane with no ventilation for over an hour and a half and then had to bus them to jfk because of ,0.0
united thanks for the reply i have been in contact with customer care to get clarification on this issue,2.0
usairways no thank you americanair was responsive amp i found alternate travel home,0.0
united adamkarren zj76 how did you save the 200 on checked snowboard trying to check in this morning website wants 200 premgold,1.0
southwestair well my mom called earlier and you guys had her on hold for close to an hour,0.0
usairways only the jfk baggage office is open to help rebook all of us on cancelled flightled flight 3121 to dca shameful,0.0
usairways standby so far for two of us with snow storm hitting iowa tomorrow we could be stuck here for two days,0.0
jetblue only middle seats sfo gt bos not fun she keeps getting 10 credits would much rather have a working tv,0.0
united caught earlier flight to ord gate checked bag and youve lost it at ohare original flight lands in 20minutes frustrating,0.0
americanair always love opening the upgrade email,2.0
southwestair cancelled flighting flights 45 minutes before takeoff amp sitting for 45 min on the runway of the rescheduled flight badservice,0.0
virginamerica congrats you just got all my business from ewr to sfolax fuck you united fl1289 sfoewr was the clincher,0.0
usairways you denied a mom her am flight because she needed her breast pumping parts on a full flight please fix this asap freeflight,0.0
jetblue ready to go to disneyworld  for the rundisney princesshalf httptcostqy9v8256,2.0
americanair so break whatever you want take no responsibilitytoo bad for customer media filmcrew chicagotribune wsj nytimes cnn,0.0
jetblue s free wifi on board is the best thing thats happened since sliced bread,2.0
virginamerica are the hours of operation for the club at sfo that are posted online current,1.0
southwestair been on hold 34 min so far trying to book seat for my infant price increased 42 in meantime what do i do,0.0
united i am signed up for notifications this is the first trip i was not updated on not sure why this happened,0.0
jetblue love it as always,2.0
virginamerica i am in seat 4c and i cannot even open my laptop and i paid extra for this seat,0.0
americanairif i miss saying goodbye to my friend cause of your crappy service i swear you will never hear the end of itamericanairlines,0.0
united appreciate it but changing time by 10 min multiple times 6 hours before flight is just annoying and seems like you have 0 clue,0.0
we didnt need this rt jetblue our fleets on fleek httptcocpzb285o71,0.0
usairways can you get me home to syracuse after 6 cancelled flightled flights one re routing three of us are sitting in charlotte,0.0
jetblue yup he said there would be flight change fee but the plane should be here in 45 minutes apparently,1.0
usairways stuck in florida with no flights service sucks here nofood nodrinks nohelp,0.0
americanair when will you be issuing a weather advisory for rdu the entire state of nc has shut down from the overnight winter storm,1.0
americanair nice 2 know i paid 4 a seat then you sold my seat now i bought a 3rd seat its a good scam but a scam all the same,0.0
united what a pointless tweet at least americanair asked me to follow them to try and resolve,0.0
americanair if sna curfew causes diversion do you provide transportation from lax on aa1237 now pilot not sure if we have time,0.0
usairways seriously i should keep trying after seven hours that is your corporate policy usairwaysfail,0.0
united is it on a flight now thanks for reply,1.0
united appreciate the early arrival of ua1002 but any chance ord will ever bring the bags out,0.0
united thats what i have been told but refund doesnt really makeup for the inconvenience caused and the missed meeting does it,0.0
jetblue i appreciate the speedy response but the longer you delay the more inconvenience you put on your customers please nix change fee,0.0
americanair thanks,2.0
southwestair not possible to carryon and put in a closetoverhead had success doing that with other airlines thanks,1.0
united each flight is worse than last flight attendants dont even know whether the plane is equipped with power outlets at the seats,0.0
usairways 44 minutes on hold so far and still havent spoke to a human never using you again,0.0
americanair amen,1.0
southwestair have you considered adding the well call you back when we have someone free feature to your support line,0.0
usairways your saving grace was our flight attendant dallas who was amazing wish he would transfer to delta where i would see him again,0.0
jetblue  rt wmcactionnews5 new airline expected to make its way to mem httptcogbd5r1olsi,1.0
jetblue i believe that the website said i could receive credit for upcoming flights since i cancelled flighted my last one is this true,1.0
americanair my flight to dfw from lit on my way to pdx tomorrow was cancelled flighted can you help me,1.0
usairways awesome usair tysvm lt3,2.0
united can you maybe have more than 1 person working customer service desk in houston airport line 3 rows deep 1 person working,0.0
southwestair amazing cs today by sw thank you so very much this is the reason we fly you southwest,2.0
united flight ua3364 been sitting on tarmac for 30 mins with no report as to whyany input,0.0
americanair great flight experience again sfojfk dare i say it a consistent high quality on a legacy airline keep it up guys,2.0
southwestair i paid for inflight wifi only for it not to work download speed was 021mbps amp i ended up watching the free tv instead,0.0
